tid,cluster,title,imdbRating,ratingCount,year,nrOfWins,nrOfNominations,nrOfUserReviews,Action,Adult,Adventure,Animation,Biography,Comedy,Crime,Documentary,Drama,Family,Fantasy,FilmNoir,GameShow,History,Horror,Music,Musical,Mystery,News,RealityTV,Romance,SciFi,Short,Sport,TalkShow,Thriller,War,Western
tt0091042,1,Ferris macht blau (1986),7.9,189910,1986,0,0,428,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tt0091065,3,Träume werden wahr (1986),5.3,373,1986,0,0,8,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
tt0091113,1,Ginger und Fred (1986),7.3,2951,1986,13,15,16,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tt0091129,9,Auf der Suche nach dem goldenen Kind (1986),5.8,31703,1986,0,0,59,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tt0091187,1,Heartbreak Ridge (1986),6.8,23091,1986,2,0,111,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tt0091203,9,Highlander - Es kann nur Einen geben (1986),7.2,80947,1986,0,0,296,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tt0091217,1,Freiwurf (1986),7.6,28553,1986,3,3,125,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
tt0091225,9,Howard - ein tierischer Held (1986),4.5,27019,1986,4,4,248,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tt0091256,5,Ijaazat (1987),7.8,654,1987,2,0,21,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
tt0091284,1,Janbaaz (1986),6.2,425,1986,0,0,5,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tt0026942,5,Roberta (1935),7.2,1747,1935,0,1,48,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
tt0091396,3,Staatsanwälte küsst man nicht (1986),5.8,6746,1986,1,0,31,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
tt0091455,4,Die kleine Lampe (1986),7.5,5793,1986,3,0,21,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
tt0091472,7,Manhattan Project - Der atomare Alptraum (1986),6.1,3595,1986,1,1,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
tt0091530,9,Mission (1986),7.5,36472,1986,14,25,177,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tt0091538,3,Mona Lisa (1986),7.3,8194,1986,15,11,44,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
tt0091541,1,Geschenkt ist noch zu teuer (1986),6.2,29749,1986,0,0,87,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tt0091554,7,Der Morgen danach (1986),6,3947,1986,0,0,30,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
tt0091557,9,Mosquito Coast (1986),6.6,18328,1986,1,1,93,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
tt0091578,3,Mein wunderbarer Waschsalon (1985),7,8824,1985,7,4,56,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
tt0027067,3,Sylvia Scarlett (1935),6.3,2193,1935,0,0,35,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
tt0091601,3,Nagina (1986),6.8,316,1986,0,0,6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
tt0091759,1,Briefe eines Toten (1986),7.7,1123,1986,1,0,7,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
tt0091886,7,Salvador (1986),7.5,12722,1986,4,6,84,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
tt0091949,1,Nummer 5 lebt! (1986),6.5,34467,1986,1,3,81,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
tt0027075,3,Flucht aus Paris (1935),7.9,3386,1935,0,0,58,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
tt0092099,3,Top Gun - Sie fürchten weder Tod noch Teufel (1986),6.8,168004,1986,9,5,351,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
tt0092106,9,Transformers - Der Kampf um Cybertron (1986),7.4,28077,1986,0,0,314,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tt0092226,7,Zwei Superpflaumen in der Unterwelt (1986),5.5,3663,1986,0,0,27,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tt0092248,2,Xiao sheng meng jing hun (1987),5.6,59,1987,0,0,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
tt0092312,7,21 Jump Street - Tatort Klassenzimmer (TV Series 1987_1991),7.3,6833,1987,2,0,36,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
tt0092322,10,Biography (TV Series 1987_ ),8,648,1987,11,36,8,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tt0092337,1,Dekalog (TV Mini-Series 1989),9.2,9120,1989,9,0,31,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tt0092345,9,DuckTales - Neues aus Entenhausen (TV Series 1987_1990),8.2,14372,1990,1,6,46,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tt0092362,8,Geraldo (TV Series 1987_1998),3.6,75,1987,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
tt0092455,9,Raumschiff Enterprise - Das nächste Jahrhundert (TV Series 1987_1994),8.7,44255,1987,14,53,185,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
tt0092493,9,Crocodile Dundee 2 (1988),5.4,37172,1988,2,0,55,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tt0092576,2,Aquarius - Theater des Todes (1987),6.9,2965,1987,2,0,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
tt0027160,1,Ungkarlspappan (1935),6.2,9,1935,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tt0092644,7,Beverly Hills Cop II (1987),6.4,66500,1987,6,1,87,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tt0092695,9,Der tapfere kleine Toaster (1987),7.3,16151,1987,0,1,55,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tt0092699,3,Broadcast News - Nachrichtenfieber (1987),7.2,17820,1987,17,11,95,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
tt0092716,1,Das Camp der Verlorenen (1988),7.8,247,1988,6,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
tt0092732,9,Castaway - Die Insel (1986),5.9,2179,1986,0,0,23,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tt0092890,3,Dirty Dancing (1987),6.8,105208,1987,11,7,373,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
tt0092929,1,Verschwörung der Frauen (1988),7.3,5012,1988,3,1,28,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tt0027260,7,Nach dem dünnen Mann (1936),7.7,5843,1936,0,0,56,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
tt0092974,1,Chaos im Camp (1987),5.3,7736,1987,0,0,44,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tt0093010,7,Eine verhängnisvolle Affäre (1987),6.9,42695,1987,7,14,183,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
tt0093113,1,Djangos Rückkehr (1987),5.5,696,1987,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
tt0093120,7,Kreis der Angst (1987),6.5,334,1987,4,6,6,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
tt0093177,2,Hellraiser - Das Tor zur Hölle (1987),7.1,59890,1987,2,5,295,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
tt0027336,3,Nachtasyl (1936),7.7,1692,1936,2,0,13,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
tt0093206,3,Rotes Kornfeld (1987),7.5,4472,1987,7,3,19,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
tt0093207,1,Wings of Honneamise (1987),7.4,2915,1987,0,0,32,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
tt0093260,9,Die Reise ins Ich (1987),6.7,34274,1987,0,3,66,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
tt0093290,7,Jäähyväiset presidentille (1987),6.6,164,1987,1,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
tt0093300,9,Der wei_e Hai IV - Die Abrechnung (1987),2.8,25256,1987,1,7,356,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
tt0093342,1,Wo ist das Haus meines Freundes? (1987),8,3877,1987,5,1,26,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tt0027385,4,Bored of Education (1936),7.1,125,1936,0,0,2,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
tt0093407,3,Unter Null (1987),6.3,11914,1987,0,0,142,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
tt0093435,7,Lung fu fong wan (1987),7.2,3727,1987,2,8,32,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tt0093493,3,Mannequin (1987),5.6,18180,1987,5,3,90,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
tt0093506,9,Der Herr von Dragonard Hill (1987),6.8,249,1987,0,0,2,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tt0093509,1,Matewan (1987),7.9,5389,1987,2,6,52,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tt0093565,3,Mondsüchtig (1987),7.1,28592,1987,16,15,131,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
tt0093603,7,Nayakan (1987),8.7,4529,1987,2,0,34,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tt0027413,5,Kain und Mabel (1936),8.1,1154,1936,0,0,17,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
tt0093677,2,Terror in der Oper (1987),7.2,7815,1987,0,0,98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0
tt0093692,1,Over the Top (1987),5.5,27379,1987,4,2,106,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
tt0093744,9,Pippi Langstrumpf's neueste Streiche (1988),5.9,2651,1988,0,0,34,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tt0093777,2,Die Fürsten der Dunkelheit (1987),6.7,19084,1987,1,1,189,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
tt0093870,7,RoboCop (1987),7.5,135552,1987,11,10,402,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
tt0093886,3,Roxanne (1987),6.6,25992,1987,3,1,67,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
tt0002844,7,Fantômas - _ l'ombre de la guillotine (1913),6.8,1123,1913,0,0,7,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tt0027478,7,Das Verbrechen des Herrn Lange (1936),7.6,1545,1936,0,0,14,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tt0093936,1,Das Geheimnis meines Erfolges (1987),6.4,18969,1987,1,0,66,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tt0094012,9,Mel Brooks Spaceballs (1987),7.1,106024,1987,0,0,245,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
tt0094226,7,Die Unbestechlichen (1987),8,178711,1987,13,11,392,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tt0094293,7,Gesucht - Tot oder lebendig (1986),5.8,2537,1986,0,0,33,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tt0094318,9,Wildwasser-Sommer - Im Augenblick der Gefahr (1987),6.1,3466,1987,0,0,35,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tt0094517,1,Mystery Science Theater 3000 (TV Series 1988_1999),8.7,13373,1988,1,11,210,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
tt0094540,6,Roseanne (TV Series 1988_1997),6.9,21542,1988,41,83,112,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tt0094580,1,Whose Line Is It Anyway? (TV Series 1988_1998),8.3,2903,1988,5,4,33,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tt0094625,1,Akira (1988),8.1,74761,1988,1,0,392,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
tt0094669,7,Rendezvous mit einer Leiche (1988),6.1,1661,1988,0,0,28,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
tt0094716,1,Bestie Krieg (1988),7.4,6124,1988,1,0,78,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
tt0094862,2,Chucky - Die Mörderpuppe (1988),6.5,48620,1988,1,3,254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
tt0094888,9,Cobra Verde (1987),7.1,4301,1987,2,0,34,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tt0094947,3,Gefährliche Liebschaften (1988),7.7,45104,1988,17,18,131,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
tt0027630,5,Marine gegen Liebeskummer (1936),7.3,2474,1936,0,0,50,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
tt0094963,7,Das Todesspiel (1988),6.3,24662,1988,0,0,103,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
tt0095031,7,Zwei hinrei_end verdorbene Schurken (1988),7.3,41523,1988,1,0,117,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tt0095119,3,Ein Leben voller Leidenschaft (1988),6.2,2161,1988,0,0,24,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
tt0095159,7,Ein Fisch namens Wanda (1988),7.6,92669,1988,8,15,172,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tt0095250,3,Im Rausch der Tiefe (1988),7.7,30787,1988,3,6,137,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
tt0027652,7,Blinde Wut (1936),7.9,6891,1936,5,0,56,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tt0095417,1,Die Jungfrauen Maschine (1988),5.8,155,1988,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tt0095468,7,Ein kurzer Film über das Töten (1988),8.1,8018,1988,7,1,33,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tt0095475,3,Verdammnis (1988),7.9,2429,1988,2,1,25,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
tt0095497,1,Die letzte Versuchung Christi (1988),7.6,32926,1988,3,5,291,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tt0095525,9,Gandahar (1988),7.1,1861,1988,0,0,19,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
tt0095613,1,Memories of Me - Das tragisch-komische Leben eines gro_artigen Versagers (1988),5.6,622,1988,0,0,14,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tt0095675,1,Frauen am Rande des Nervenzusammenbruchs (1988),7.6,20011,1988,25,19,55,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tt0027893,1,Der kleine Lord (1936),7.4,1055,1936,0,0,24,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tt0095715,9,Neco z Alenky (1988),7.5,6440,1988,1,1,73,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tt0095897,7,Presidio (1988),5.9,11087,1988,0,0,47,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
tt0095963,7,Red Heat (1988),6,38698,1988,0,0,82,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tt0095993,9,Der Ungezähmte (1988),6.5,1547,1988,0,0,13,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
tt0096163,7,Spurlos verschwunden (1988),7.8,19748,1988,8,2,166,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
tt0096251,2,Tetsuo (1989),7,11824,1989,2,0,122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
tt0096256,2,Sie leben! (1988),7.3,51986,1988,0,0,294,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
tt0096289,3,Das Kuckucksei (1988),7.7,4960,1988,1,3,55,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
tt0096446,9,Willow (1988),7.2,68700,1988,1,9,219,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tt0096461,3,Wong Gok ka moon (1988),7.1,4485,1988,2,8,21,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
tt0096463,3,Die Waffen der Frauen (1988),6.7,33361,1988,9,14,112,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
tt0096487,7,Young Guns - Sie fürchten weder Tod noch Teufel (1988),6.8,34968,1988,1,2,111,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tt0096582,7,Ein gesegnetes Team (TV Series 1989_1991),6.9,796,1989,0,0,14,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
tt0096636,8,Live with Regis and Kathie Lee (TV Series 1988_ ),5,991,1988,9,69,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
tt0096639,9,Der Ruf des Adlers (TV Mini-Series 1989),8.9,11720,1989,15,17,180,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
tt0096657,1,Mr. Bean (TV Series 1990_1995),8.6,38261,1990,3,7,45,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tt0096684,9,Zurück in die Vergangenheit (TV Series 1989_1993),8.1,16386,1989,15,38,88,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tt0096697,6,Die Simpsons (TV Series 1989_ ),9,170336,1989,124,168,662,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tt0096737,1,1939 (1989),5.5,226,1989,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tt0096754,9,Abyss - Abgrund des Todes (1989),7.6,107051,1989,4,12,363,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
tt0096764,9,Die Abenteuer des Baron Münchhausen (1988),7.2,33937,1988,6,9,132,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tt0096787,1,Charlie - Alle Hunde kommen in den Himmel (1989),6.6,19409,1989,0,0,76,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tt0096895,6,Batman (1989),7.6,210971,1989,8,21,752,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tt0096933,7,Black Rain (1989),6.6,32632,1989,0,1,105,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
tt0097044,3,Ein himmlischer Liebhaber (1989),6.4,7067,1989,1,1,49,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
tt0097162,7,Todesstille (1989),6.8,25113,1989,5,5,127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
tt0097223,7,Die Zeit der Zigeuner (1988),8.3,13586,1988,2,4,248,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tt0097239,1,Miss Daisy und ihr Chauffeur (1989),7.4,52757,1989,24,14,122,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tt0097240,7,Drugstore Cowboy (1989),7.4,21057,1989,13,5,78,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tt0097351,1,Feld der Träume (1989),7.6,71283,1989,6,9,296,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tt0097428,9,Ghostbusters II (1989),6.5,101590,1989,2,1,177,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tt0097457,1,Great Balls of Fire (1989),6.2,10864,1989,1,0,56,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
tt0028212,7,Sabotage (1936),7.2,8924,1936,0,0,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
tt0097499,1,Heinrich V. (1989),7.8,20065,1989,10,11,106,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tt0097500,7,Ninas Alibi (1989),5.6,4764,1989,0,0,23,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
tt0097659,7,Karate Tiger 3 - Der Kickboxer (1989),6.2,26757,1989,0,0,95,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
tt0097702,1,Die Seifendiebe (1989),7.1,742,1989,6,1,14,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tt0097733,7,Lethal Weapon 2 - Brennpunkt L.A. (1989),7.2,98114,1989,1,0,154,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
tt0097737,2,Leviathan (1989),5.7,10028,1989,1,0,90,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
