id,rank,star_name
nm0955471,842,Ziyi Zhang
nm1468739,843,Amanda Crew
nm0004789,844,Amanda Bynes
nm0001435,845,Lisa Kudrow
nm0000117,846,Neve Campbell
nm0001122,847,Ellen DeGeneres
nm0005527,848,Sofía Vergara
nm0601553,849,Mandy Moore
nm0000515,850,Virginia Madsen
nm0005188,851,James Marsden
nm0000741,852,Tim Allen
nm0000610,853,Giovanni Ribisi
nm0000442,854,Rutger Hauer
nm0000681,855,Vince Vaughn
nm0004051,856,Brian Cox
nm0000598,857,Dennis Quaid
nm0000491,858,John Leguizamo
nm0000474,859,Michael Keaton
nm0121605,860,Billy Burke
nm0322407,861,Brendan Gleeson
nm0000314,862,Charles Bronson
nm0000596,863,Jonathan Pryce
nm0001497,864,Tobey Maguire
nm0790688,865,Michael Sheen
nm0519043,866,Justin Long
nm0085312,867,Jack Black
nm0000316,868,Mel Brooks
nm0000112,869,Pierce Brosnan
nm0000293,870,Sean Bean
nm0991810,871,Mahershala Ali
nm0241049,872,Josh Duhamel
nm1569276,873,Chadwick Boseman
nm0269463,874,Jon Favreau
nm0000418,875,Danny Glover
nm2951768,876,Freida Pinto
nm0240381,877,Hilary Duff
nm0935541,878,Mary Elizabeth Winstead
nm0177639,879,Jennifer Coolidge
nm2057859,880,Andrea Riseborough
nm0000208,881,Molly Ringwald
nm0005064,882,January Jones
nm0748973,883,Maya Rudolph
nm0000521,884,Sophie Marceau
nm0004376,885,Franka Potente
nm2946516,886,Claire Foy
nm0429069,887,Rashida Jones
nm0000224,888,Alicia Silverstone
nm0001273,889,Lillian Gish
nm1431940,890,Evangeline Lilly
nm1469236,891,Olivia Colman
nm0257969,892,Mireille Enos
nm0001349,893,Jennifer Love Hewitt
nm0002536,894,Emmy Rossum
nm1428821,895,Joey King
nm0329481,896,Ginnifer Goodwin
nm0852132,897,Christine Taylor
nm1227814,898,Vanessa Hudgens
nm0180411,899,Abbie Cornish
nm0000706,900,Michelle Yeoh
nm0000453,901,Ian Holm
nm0001447,902,Nathan Lane
nm0000144,903,Cary Elwes
nm0001454,904,Martin Lawrence
nm0176869,905,Steve Coogan
nm0056187,906,Sacha Baron Cohen
nm0942482,907,Jeffrey Wright
nm0000329,908,Jackie Chan
nm0001173,909,Aaron Eckhart
nm0941777,910,Sam Worthington
nm0202603,911,Jack Davenport
nm0000547,912,Alfred Molina
nm0000347,913,Tim Curry
nm0000434,914,Mark Hamill
nm0000409,915,Brendan Fraser
nm0001084,916,Ice Cube
nm0000630,917,Liev Schreiber
nm1159180,918,Ed Helms
nm0000174,919,Val Kilmer
nm1258970,920,Russell Brand
nm0005266,921,Craig T. Nelson
nm0005170,922,Bernie Mac
nm0001772,923,Patrick Stewart
nm0001293,924,Seth Green
nm0005110,925,Ashton Kutcher
nm0001642,926,Randy Quaid
nm0000648,927,Wesley Snipes
nm0654648,928,David Oyelowo
nm0835016,929,Mark Strong
nm0001705,930,Rob Schneider
nm0059431,931,Jay Baruchel
nm0159789,932,Hayden Christensen
nm0829032,933,Ray Stevenson
nm0079273,934,Paul Bettany
nm0491402,935,Hugh Laurie
nm0000676,936,Chris Tucker
nm0001006,937,John Candy
nm0000277,938,Richard Attenborough
nm0000563,939,Chris O'Donnell
nm0000973,940,Benjamin Bratt
nm0996669,941,Common
nm0005541,942,Marlon Wayans
nm0000983,943,Albert Brooks
nm0666739,944,Aaron Paul
nm0000346,945,Macaulay Culkin
nm0000385,946,Sam Elliott
nm0753314,947,Mark Rylance
nm0001029,948,Jim Caviezel
nm0006890,949,Paul Scofield
nm0000062,950,Elvis Presley
nm1706767,951,Jonah Hill
nm0837177,952,Jason Sudeikis
nm0001326,953,Josh Hartnett
nm0933940,954,Patrick Wilson
nm0614165,955,Cillian Murphy
nm0001082,956,Billy Crudup
nm1107001,957,Anthony Mackie
nm0000858,958,John Barrymore
nm0648249,959,Timothy Olyphant
nm1265802,960,Josh Gad
nm0005561,961,Luke Wilson
nm0765597,962,Peter Sarsgaard
nm0406975,963,Rhys Ifans
nm0333410,964,Topher Grace
nm0366389,965,Kevin Hart
nm0200452,966,Paul Dano
nm0352778,967,Bill Hader
nm0000507,968,Rob Lowe
nm0000305,969,Mel Blanc
nm0005450,970,David Spade
nm1443527,971,Rob Riggle
nm0000448,972,Lance Henriksen
nm0420955,973,Richard Jenkins
nm0000389,974,Emilio Estevez
nm1013003,975,Michael Ealy
nm0068260,976,Jamie Bell
nm1684869,977,Troy Baker
nm1144419,978,Danny McBride
nm0001667,979,Jonathan Rhys Meyers
nm0148418,980,Michael Cera
nm0000200,981,Bill Paxton
nm0344435,982,Ioan Gruffudd
nm0511088,983,Andrew Lincoln
nm3009232,984,Ezra Miller
nm0000597,985,Bill Pullman
nm0732497,986,Craig Robinson
nm0206359,987,Charlie Day
nm1676221,988,Andy Samberg
nm1330560,989,Garrett Hedlund
nm1544217,990,Cam Gigandet
nm1024677,991,John Krasinski
nm0416673,992,Kevin James
nm0001659,993,Christopher Reeve
nm0564215,994,James McAvoy
nm0001722,995,Rufus Sewell
nm3485845,996,Adam Driver
nm0000885,997,Ned Beatty
nm0000092,998,John Cleese
nm0001806,999,John Turturro
nm0001471,1000,Jerry Lewis
